x,y,z,th,uwb_x,uwb_y,uwb_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.832158435190767e-15,4.2880127066407587e-13,0.5249999999995101,-6.0002746819599225e-15,-0.009999999999993169,-0.009999999999571199,0.5249999999995101
6.832158435190767e-15,4.2880127066407587e-13,0.5249999999995101,-6.0002746819599225e-15,-0.009999999999993169,-0.009999999999571199,0.5249999999995101
6.832158435190767e-15,4.2880127066407587e-13,0.5249999999995101,-6.0002746819599225e-15,-0.009999999999993169,-0.009999999999571199,0.5249999999995101
9.50937576938323e-06,4.3856926464509617e-13,1.7278710100463237,-3.2049310023750195e-14,-0.009990490624230616,-0.009999999999561431,1.7178710100463237
9.619324486304495e-06,4.385699696451886e-13,1.7306103300705973,-3.205128765258092e-14,-0.009990380675513695,4.385699696451886e-13,1.7206103300705973
9.619324486304495e-06,4.385699696451886e-13,1.7306103300705973,-3.205128765258092e-14,-0.009990380675513695,4.385699696451886e-13,1.7206103300705973
1.3202377509265877,3.53890974415975e-13,1.768559819382461,-3.20788779666864e-14,1.3102377509265877,3.53890974415975e-13,1.768559819382461
1.3593646560518438,3.513808153050178e-13,1.7686194908696586,-3.2078926587788873e-14,1.3593646560518438,3.513808153050178e-13,1.7686194908696586
1.3593646560518438,3.513808153050178e-13,1.7686194908696586,-3.2078926587788873e-14,1.3593646560518438,3.513808153050178e-13,1.7686194908696586
2.234066931243938,-1.224082223769241,1.7694180149570962,0.0002493928202761798,2.224066931243938,-1.224082223769241,1.7594180149570962
2.23601584250224,-1.262902713457431,1.769419430549354,0.00025263172514111644,2.23601584250224,-1.2729027134574311,1.769419430549354
2.23601584250224,-1.262902713457431,1.769419430549354,0.00025263172514111644,2.23601584250224,-1.2729027134574311,1.769419430549354
3.5168722402072174,-2.1437141000391073,1.7694046112085224,6.679883759729981e-05,3.5168722402072174,-2.1437141000391073,1.7694046112085224
3.5558429512894527,-2.145533865561674,1.7694031132380437,6.40488315851503e-05,3.545842951289453,-2.1555338655616736,1.7594031132380437
3.5558429512894527,-2.145533865561674,1.7694031132380437,6.40488315851503e-05,3.545842951289453,-2.1555338655616736,1.7594031132380437
4.436299842400232,-0.9544744515548103,1.769342502759088,-0.00023626540281980796,4.426299842400232,-0.9544744515548103,1.769342502759088
4.436299842400232,-0.9544744515548103,1.769342502759088,-0.00023626540281980796,4.426299842400232,-0.9544744515548103,1.769342502759088
3.2313356625230414,-0.01561588791520331,1.7693842718519803,-6.159976366616265e-05,3.2213356625230416,-0.02561588791520331,1.7593842718519803
3.19253021997228,-0.01371504844679597,1.7693864477516124,-5.879820305724715e-05,3.19253021997228,-0.02371504844679597,1.7593864477516123
3.19253021997228,-0.01371504844679597,1.7693864477516124,-5.879820305724715e-05,3.19253021997228,-0.02371504844679597,1.7593864477516123
2.2808215078026186,-1.210366877619688,1.7694758699188355,0.00024567096611693366,2.2808215078026186,-1.220366877619688,1.7594758699188355
2.278902590967138,-1.2491351579914178,1.7694764454683003,0.0002492455534810506,2.278902590967138,-1.2491351579914178,1.7594764454683003
2.278902590967138,-1.2491351579914178,1.7694764454683003,0.0002492455534810506,2.278902590967138,-1.2491351579914178,1.7594764454683003
3.513164022765444,-2.163103832170516,1.7694219348445228,7.2050620706341e-05,3.513164022765444,-2.163103832170516,1.7594219348445228
3.552062411436582,-2.164902875551614,1.7694191105350467,6.934824119191057e-05,3.552062411436582,-2.1749028755516138,1.7694191105350467
3.552062411436582,-2.164902875551614,1.7694191105350467,6.934824119191057e-05,3.552062411436582,-2.1749028755516138,1.7694191105350467
4.439904055030008,-0.9005164823470934,1.7693067927870219,-0.00024074426605264805,4.439904055030008,-0.9105164823470934,1.7593067927870218
4.439904055030008,-0.9005164823470934,1.7693067927870219,-0.00024074426605264805,4.439904055030008,-0.9105164823470934,1.7593067927870218
3.2496221715180607,0.019509641844280657,1.7693728269382456,-6.715597229899921e-05,3.2496221715180607,0.009509641844280657,1.7693728269382456
3.2108771225117865,0.021477255421544245,1.7693762876916994,-6.430185093551737e-05,3.2108771225117865,0.011477255421544244,1.7593762876916994
3.2108771225117865,0.021477255421544245,1.7693762876916994,-6.430185093551737e-05,3.2108771225117865,0.011477255421544244,1.7593762876916994
2.3225111810272696,-1.1560847407171562,1.7695137446872617,0.0002432598217137529,2.3225111810272696,-1.1660847407171562,1.7695137446872617
2.320532510051856,-1.1947832450468479,1.7695146402448672,0.00024706839557512157,2.310532510051856,-1.2047832450468479,1.7695146402448672
2.320532510051856,-1.1947832450468479,1.7695146402448672,0.00024706839557512157,2.310532510051856,-1.2047832450468479,1.7695146402448672
3.491345128928251,-2.0890236438029626,1.769441319997356,8.092156826952485e-05,3.491345128928251,-2.0890236438029626,1.769441319997356
3.5300191925022393,-2.0910292138840454,1.7694372861801835,7.80436726515824e-05,3.5300191925022393,-2.101029213884045,1.7594372861801835
3.5300191925022393,-2.0910292138840454,1.7694372861801835,7.80436726515824e-05,3.5300191925022393,-2.101029213884045,1.7594372861801835
4.435924001254745,-0.9320883542935254,1.7692756314677096,-0.00022976419290817156,4.435924001254745,-0.9420883542935254,1.7692756314677096
4.435924001254745,-0.9320883542935254,1.7692756314677096,-0.00022976419290817156,4.435924001254745,-0.9420883542935254,1.7692756314677096
3.283578356480869,0.015576180912189055,1.7693591519026988,-7.202447947371964e-05,3.283578356480869,0.005576180912189055,1.7593591519026988
3.2449624293627095,0.01765435382559722,1.7693638191448966,-6.909076127444351e-05,3.2449624293627095,0.00765435382559722,1.7593638191448966
3.2449624293627095,0.01765435382559722,1.7693638191448966,-6.909076127444351e-05,3.2449624293627095,0.00765435382559722,1.7593638191448966
2.3468224325651303,0.04634434915531061,1.769550176758795,-1.4688729228812384e-05,2.3468224325651303,0.04634434915531061,1.769550176758795
2.3447922049743357,0.046400815034891844,1.769551369714423,-1.4494854504730201e-05,2.334792204974336,0.046400815034891844,1.769551369714423
2.342895572729822,0.04645356528241985,1.7695525045099878,-1.4311221455058854e-05,2.342895572729822,0.04645356528241985,1.7595525045099878
2.3411237448379976,0.04650284439814335,1.7695535836574532,-1.4137278992179518e-05,2.3411237448379976,0.04650284439814335,1.7695535836574532
2.3394685087802563,0.04654888079342737,1.7695546095885828,-1.3972504277777377e-05,2.3294685087802565,0.04654888079342737,1.7595546095885828
2.3379221924475124,0.046591887849452306,1.7695555846547146,-1.3816401385828711e-05,2.3379221924475124,0.036591887849452304,1.7695555846547146
2.336477628579565,0.046632064906247286,1.7695565111269023,-1.366850001958195e-05,2.3264776285795654,0.036632064906247284,1.7695565111269023
2.3351281215444395,0.04666959818664192,1.7695573911963836,-1.3528354281192523e-05,2.3251281215444397,0.04666959818664192,1.7695573911963836
2.3338674163037694,0.04670466165941931,1.7695582269753258,-1.3395541492615788e-05,2.3238674163037696,0.03670466165941931,1.7695582269753258
2.3326896694203723,0.046737417845670634,1.7695590204978173,-1.3269661066319377e-05,2.3226896694203725,0.03673741784567063,1.7595590204978173
2.3326896694203723,0.046737417845670634,1.7695590204978173,-1.3269661066319377e-05,2.3226896694203725,0.03673741784567063,1.7595590204978173
